budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore
10500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 305, ""name"": ""moon""}, {""id"": 306, ""name"": ""jupiter""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 3222, ""name"": ""super computer""}, {""id"": 3714, ""name"": ""human being""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 12185, ""name"": ""moon base""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 34152, ""name"": ""evolution""}, {""id"": 155689, ""name"": ""monolith""}, {""id"": 156039, ""name"": ""space station""}]",en,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",86.201184,"[{""name"": ""Stanley Kubrick Productions"", ""id"": 385}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1968-04-10,687e5,149,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,An epic drama of adventure and exploration,2001: A Space Odyssey,7.9,2998,1968,1000085-2001_a_space_odyssey,8.8,53,51,2,96,7.1,11,9,2,81,3.7,46687,86
12000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 460, ""name"": ""free love""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 803, ""name"": ""android""}, {""id"": 815, ""name"": ""soulmates""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2062, ""name"": ""restart""}, {""id"": 4224, ""name"": ""singapur""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10818, ""name"": ""author""}, {""id"": 12354, ""name"": ""hong kong""}, {""id"": 14602, ""name"": ""break-up""}, {""id"": 33625, ""name"": ""illegal prostitution""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 163132, ""name"": ""photographic memory""}]",zh,"2046 is the sequel to Wong Kar-Wais’ successful box-office hit In The Mood For Love. A film about affairs, ending relationships, and a shared love for Kung-Fu novels as the main character, Chow, writes his own novel and reflects back on his favorite love Su.",12.664787,"[{""name"": ""Paradis Films"", ""id"": 255}, {""name"": ""Orly Films"", ""id"": 354}, {""name"": ""Shanghai Film Group Corporation"", ""id"": 19858}, {""name"": ""Jet Tone Films"", ""id"": 26492}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2004-05-20,19271312,129,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Are you still in the mood for love?,2046,6.9,206,2004,2046,7.4,106,89,17,83,7.3,30,25,5,83,3.9,14211,84
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 314, ""name"": ""life and death""}, {""id"": 741, ""name"": ""transplantation""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1333, ""name"": ""desperation""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1591, ""name"": ""ex-detainee""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 9844, ""name"": ""car crash""}]",en,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",32.243357,"[{""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Y Productions"", ""id"": 10887}, {""name"": ""Mediana Productions Filmgesellschaft"", ""id"": 10888}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-09-06,60427839,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How much does life weigh?,21 Grams,7.2,918,2003,21_grams,7.5,175,142,33,81,8.1,36,32,4,88,3.6,38037,83
15000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 378, ""name"": ""prison""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2355, ""name"": ""american dream""}, {""id"": 3230, ""name"": ""male friendship""}, {""id"": 4232, ""name"": ""melancholy""}, {""id"": 5490, ""name"": ""girlfriend""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",30.196039,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-16,13060843,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This life was so close to never happening.,25th Hour,7.2,629,2002,25th_hour,7.1,162,126,36,77,7,35,26,9,74,3.7,25056,83
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 725, ""name"": ""lovesickness""}, {""id"": 918, ""name"": ""newspaper""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2381, ""name"": ""wedding planer""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 3584, ""name"": ""bridesmaid""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 6027, ""name"": ""music""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 11157, ""name"": ""sibling rivalry""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 187056, ""name"": ""woman director""}]",en,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,30.695228,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-10,160259319,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She's about to find the perfect fit.,27 Dresses,6.1,978,2008,27_dresses,5,146,59,87,40,4.9,31,8,23,25,3.6,168630,71
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 212, ""name"": ""london england""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 2867, ""name"": ""pest""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 5313, ""name"": ""parts of dead body""}, {""id"": 5385, ""name"": ""survivor""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 188957, ""name"": ""virus""}, {""id"": 188959, ""name"": ""plague""}, {""id"": 189421, ""name"": ""female corpse""}, {""id"": 193546, ""name"": ""siblings relations""}, {""id"": 202703, ""name"": ""deadly""}, {""id"": 206687, ""name"": ""chases and races""}, {""id"": 206705, ""name"": ""chaos and mayham""}, {""id"": 206706, ""name"": ""human nature""}]",en,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",34.759855,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Figment Films"", ""id"": 359}, {""name"": ""Sociedad General de Cine S.A."", ""id"": 785}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Fox Atomic"", ""id"": 2890}, {""name"": ""Koan Films"", ""id"": 10890}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-04-26,64238440,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,When days turn to weeks... the horror returns.,28 Weeks Later,6.5,1197,2007,28_weeks_later,6.6,182,128,54,70,7,39,30,9,76,3.4,266576,66
6000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 6075, ""name"": ""sport""}]",en,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.",1.433692,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-03-01,9e6,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"the few, the proud, the paroled.",3 Strikes,5.9,15,2000,3_strikes,2.3,29,0,29,0,2.4,11,0,11,0,3.1,1088,60
55000000,"[{""id"": 37, ""name"": ""Western""}]","[{""id"": 1582, ""name"": ""saloon""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2019, ""name"": ""liberation of prisoners""}, {""id"": 3543, ""name"": ""transport of prisoners""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 5339, ""name"": ""railway car""}, {""id"": 5692, ""name"": ""stetson""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 18035, ""name"": ""family""}, {""id"": 157902, ""name"": ""psychological""}, {""id"": 193305, ""name"": ""dishonesty""}, {""id"": 193552, ""name"": ""heroic mission""}, {""id"": 206686, ""name"": ""righting the wronged""}, {""id"": 206687, ""name"": ""chases and races""}, {""id"": 206688, ""name"": ""parents and children""}, {""id"": 206690, ""name"": ""mind and soul""}]",en,"In Arizona in the late 1800's, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",48.801089,"[{""name"": ""Tree Line Films"", ""id"": 84}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Yuma"", ""id"": 10880}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-06,70016220,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Time waits for one man.,3:10 to Yuma,6.9,1188,2007,310_to_yuma,7.5,205,182,23,88,7.3,42,36,6,85,3.9,139372,85
30000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 813, ""name"": ""sunrise""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 156783, ""name"": ""blizzard""}, {""id"": 157812, ""name"": ""blood lust""}, {""id"": 161285, ""name"": ""polar night""}]",en,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",33.394082,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""HorrorFlix"", ""id"": 24339}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-17,75505973,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They're Coming!,30 Days of Night,6.2,767,2007,30_days_of_night,5.5,150,73,77,48,5.1,28,13,15,46,3.3,146766,57
65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]","[{""id"": 3597, ""name"": ""evisceration""}, {""id"": 5538, ""name"": ""javelin""}, {""id"": 5539, ""name"": ""shield""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8637, ""name"": ""fall from height""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 171603, ""name"": ""s.a.t.""}, {""id"": 190999, ""name"": ""minions""}]",en,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",65.197968,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-09,422610419,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Spartans, prepare for glory!",300,7,4997,2006,300,6.1,223,133,90,59,5.6,41,19,22,46,4.1,476879,90
62000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 585, ""name"": ""casino""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 3607, ""name"": ""hold-up robbery""}, {""id"": 5694, ""name"": ""elvis""}, {""id"": 159449, ""name"": ""reference to elvis presley""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"It was an ingenious enough plan: rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con Michael Zane. With $3.2 million at stake, the Marshals Service closing in, Michael must track down Murphy.",11.262655,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-02-23,18720175,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Crime Is King.,3000 Miles to Graceland,5.8,178,2001,3000_miles_to_graceland,3.5,95,13,82,13,2.7,23,1,22,4,2.9,8755,45
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 657, ""name"": ""fire""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1671, ""name"": ""surfboard""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6506, ""name"": ""resurrection""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 33456, ""name"": ""double cross""}, {""id"": 160117, ""name"": ""fantastic four""}, {""id"": 162365, ""name"": ""military""}, {""id"": 175975, ""name"": ""earth in peril""}, {""id"": 179102, ""name"": ""superhuman strength""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 189115, ""name"": ""invisibility""}, {""id"": 202541, ""name"": ""silver surfer""}, {""id"": 222915, ""name"": ""forcefield""}, {""id"": 227591, ""name"": ""elasticity""}, {""id"": 227595, ""name"": ""absorbing power""}]",en,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",60.810723,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Bernd Eichinger Productions"", ""id"": 10881}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-13,289047763,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Discover the secret of the Surfer.,Fantastic 4: Rise of the Silver Surfer,5.4,2589,2007,fantastic_four_2_rise_of_the_silver_surfer,4.8,165,60,105,36,4.5,34,11,23,32,3.2,470350,55
439000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 276, ""name"": ""philadelphia""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6415, ""name"": ""stage show""}, {""id"": 14530, ""name"": ""director""}, {""id"": 15142, ""name"": ""broken ankle""}, {""id"": 33926, ""name"": ""chorus line""}, {""id"": 41316, ""name"": ""pet dog""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 163533, ""name"": ""fainting""}, {""id"": 164623, ""name"": ""chorus girl""}, {""id"": 165168, ""name"": ""opening night""}, {""id"": 165171, ""name"": ""crutch""}, {""id"": 165172, ""name"": ""theatrical backer""}, {""id"": 165177, ""name"": ""eviction""}, {""id"": 165184, ""name"": ""show producer""}, {""id"": 165185, ""name"": ""chorine""}, {""id"": 165186, ""name"": ""plaster cast""}, {""id"": 165190, ""name"": ""show must go on""}, {""id"": 165193, ""name"": ""financial crisis""}, {""id"": 165194, ""name"": ""sock on the jaw""}]",en,"A producer puts on what may be his last Broadway show, and at the last moment a chorus girl has to replace the star.",1.933366,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1933-02-02,2281e3,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,42nd Street,6.1,37,1933,42nd_street,7.8,20,19,1,95,0,2,1,1,50,3.5,1572,71
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 563, ""name"": ""deja vu""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 9799, ""name"": ""romantic comedy""}]",en,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",61.437586,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Flower Films (II)"", ""id"": 19813}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-02-13,196482882,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Imagine having to win over the girl of your dreams... every friggin' day.,50 First Dates,6.6,2105,2004,50_first_dates,5.4,172,76,96,44,5.3,38,18,20,47,3.4,217959,68
13000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 572, ""name"": ""sex""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 10594, ""name"": ""money""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 155490, ""name"": ""disco""}]",en,"Shane, a Jersey boy with big dreams, crosses the river in hopes of finding a more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco, plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar – and a front-row seat at the most legendary party on the planet.",11.880899,"[{""name"": ""Redeemable Features"", ""id"": 1483}, {""name"": ""FilmColony"", ""id"": 1811}, {""name"": ""Miramax"", ""id"": 53009}, {""name"": ""Dollface"", ""id"": 61337}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-08-28,16757163,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You've never been anywhere until you've been here,54,5.5,135,1998,54,4.1,62,8,54,12,3.4,14,1,13,7,2.8,4129,45
41000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 30, ""name"": ""individual""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 704, ""name"": ""adolescence""}, {""id"": 897, ""name"": ""rap music""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 899, ""name"": ""rhyme battle""}, {""id"": 900, ""name"": ""trailer park""}, {""id"": 6325, ""name"": ""ethnic stereotype""}, {""id"": 9457, ""name"": ""single""}, {""id"": 18021, ""name"": ""detroit""}, {""id"": 190187, ""name"": ""eminem""}]",en,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",32.798571,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-08,215e6,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every moment is another chance.,8 Mile,6.8,1626,2002,8_mile,6.7,179,133,46,74,7.2,38,32,6,84,3.1,199023,54
30000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1812, ""name"": ""fbi""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 6779, ""name"": ""ladies' man""}, {""id"": 6780, ""name"": ""medical examiner""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 156181, ""name"": ""lecture""}]",en,"""88 Minutes"" focuses on a college professor (Pacino) who moonlights as a forensic psychiatrist for the FBI and receives a death threat claiming he has only 88 minutes to live.",16.883429,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Nu Image Entertainment"", ""id"": 713}, {""name"": ""Brightlight Pictures"", ""id"": 1063}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-02-14,16930884,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He has 88 minutes to solve a murder. His own.,88 Minutes,5.7,313,2007,88_minutes,2.6,120,6,114,5,2.7,29,1,28,3,3.2,37899,51
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 445, ""name"": ""pornography""}, {""id"": 2727, ""name"": ""porn actor""}, {""id"": 6381, ""name"": ""loss of daughter""}, {""id"": 6443, ""name"": ""child pornography""}, {""id"": 11168, ""name"": ""private investigator""}, {""id"": 155418, ""name"": ""subculture""}, {""id"": 155790, ""name"": ""private detective""}]",en,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",25.580272,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Hofflund/Polone"", ""id"": 1685}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-02-26,96618699,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You can't prepare for where the truth will take you.,8MM,6.1,474,1999,8mm,4.2,78,17,61,21,3.1,21,2,19,9,3,14973,56
