title,genre,vote_average,rtAllCriticsRating
Lara Croft Tomb Raider: The Cradle of Life,Fantasy,5.5,4.5
Lara Croft Tomb Raider: The Cradle of Life,Thriller,5.5,4.5
Lara Croft: Tomb Raider,Adventure,5.7,3.9
Lara Croft: Tomb Raider,Fantasy,5.7,3.9
Lara Croft: Tomb Raider,Action,5.7,3.9
Lara Croft: Tomb Raider,Thriller,5.7,3.9
Lars and the Real Girl,Comedy,7.1,7.1
Lars and the Real Girl,Romance,7.1,7.1
Lars and the Real Girl,Drama,7.1,7.1
Last Action Hero,Adventure,6.1,4.9
Last Action Hero,Fantasy,6.1,4.9
Last Action Hero,Action,6.1,4.9
Last Action Hero,Comedy,6.1,4.9
Last Action Hero,Family,6.1,4.9
Last Holiday,Adventure,6.4,5.8
Last Holiday,Comedy,6.4,5.8
Last Holiday,Drama,6.4,5.8
Latter Days,Drama,6.7,5.4
Latter Days,Comedy,6.7,5.4
Latter Days,Romance,6.7,5.4
Lawrence of Arabia,Adventure,7.8,8.8
Lawrence of Arabia,Drama,7.8,8.8
Lawrence of Arabia,History,7.8,8.8
Lawrence of Arabia,War,7.8,8.8
Laws of Attraction,Action,5.6,4.5
Laws of Attraction,Comedy,5.6,4.5
Laws of Attraction,Romance,5.6,4.5
Laws of Attraction,Thriller,5.6,4.5
Layer Cake,Drama,7,7.1
Layer Cake,Thriller,7,7.1
Layer Cake,Crime,7,7.1
Winged Migration,Documentary,7,8.2
The Diving Bell and the Butterfly,Drama,7.4,8.2
Leatherheads,Comedy,5.7,5.8
Leatherheads,Romance,5.7,5.8
Leatherheads,Drama,5.7,5.8
Leaving Las Vegas,Drama,7.1,7.7
Leaving Las Vegas,Romance,7.1,7.7
Left Behind,Thriller,3.7,3.1
Left Behind,Action,3.7,3.1
Left Behind,Science Fiction,3.7,3.1
"Legally Blonde 2: Red, White & Blonde",Comedy,5.1,4.8
Legend,Crime,6.7,5.4
Legend,Thriller,6.7,5.4
Let's Go to Prison,Comedy,5.5,2.9
Let's Go to Prison,Crime,5.5,2.9
Lethal Weapon 3,Adventure,6.4,5.6
Lethal Weapon 3,Action,6.4,5.6
Lethal Weapon 3,Comedy,6.4,5.6
Lethal Weapon 3,Thriller,6.4,5.6
Lethal Weapon 3,Crime,6.4,5.6
Lethal Weapon 4,Action,6.3,5.9
Lethal Weapon 4,Adventure,6.3,5.9
Lethal Weapon 4,Comedy,6.3,5.9
Lethal Weapon 4,Crime,6.3,5.9
Lethal Weapon 4,Thriller,6.3,5.9
Letters from Iwo Jima,Action,7.2,8.2
Letters from Iwo Jima,Adventure,7.2,8.2
Letters from Iwo Jima,Drama,7.2,8.2
Letters from Iwo Jima,War,7.2,8.2
Liar Liar,Comedy,6.4,6.9
Licence to Kill,Adventure,5.9,5.8
Licence to Kill,Action,5.9,5.8
Licence to Kill,Thriller,5.9,5.8
License to Wed,Comedy,5.2,3.1
Life During Wartime,Comedy,6.3,5.6
Life During Wartime,Drama,6.3,5.6
Life or Something Like It,Comedy,5.7,4.5
Life or Something Like It,Drama,5.7,4.5
Life or Something Like It,Romance,5.7,4.5
Lilo & Stitch,Animation,7.1,7.3
Lilo & Stitch,Family,7.1,7.3
Limbo,Adventure,7,7
Limbo,Drama,7,7
Limbo,Thriller,7,7
Lions for Lambs,Action,6,4.8
Lions for Lambs,Adventure,6,4.8
Lions for Lambs,Drama,6,4.8
Lions for Lambs,History,6,4.8
Little Black Book,Comedy,5.2,4.4
Little Black Book,Romance,5.2,4.4
Little Black Book,Drama,5.2,4.4
Little Children,Romance,6.9,7.4
Little Children,Drama,6.9,7.4
Little Man,Comedy,5.3,3.2
Little Man,Crime,5.3,3.2
Little Miss Sunshine,Comedy,7.5,7.7
Little Miss Sunshine,Drama,7.5,7.7
Live and Let Die,Adventure,6.4,5.9
Live and Let Die,Action,6.4,5.9
Live and Let Die,Thriller,6.4,5.9
Live Free or Die Hard,Action,6.4,6.8
Live Free or Die Hard,Thriller,6.4,6.8
Living Out Loud,Comedy,5.3,6.3
Living Out Loud,Drama,5.3,6.3
Living Out Loud,Romance,5.3,6.3
"Lock, Stock and Two Smoking Barrels",Comedy,7.5,6.8
"Lock, Stock and Two Smoking Barrels",Crime,7.5,6.8
Logan's Run,Adventure,6.6,6.2
Logan's Run,Action,6.6,6.2
Logan's Run,Romance,6.6,6.2
Logan's Run,Science Fiction,6.6,6.2
Run Lola Run,Action,7.2,7.7
Run Lola Run,Drama,7.2,7.7
Run Lola Run,Thriller,7.2,7.7
Lolita,Drama,7.3,8
Lolita,Romance,7.3,8
Looney Tunes: Back in Action,Animation,5.6,6
Looney Tunes: Back in Action,Comedy,5.6,6
Looney Tunes: Back in Action,Family,5.6,6
Lord of War,Crime,7,6.2
Lord of War,Drama,7,6.2
Lord of War,Thriller,7,6.2
Lords of Dogtown,Drama,7,6
Mondays in the Sun,Drama,7.1,7
Losin' It,Comedy,4.5,3.9
Lost in Space,Adventure,5,4.6
Lost in Space,Family,5,4.6
Lost in Space,Science Fiction,5,4.6
Lost in Translation,Drama,7.3,8.4
Love & Basketball,Action,7.4,6.7
Love & Basketball,Comedy,7.4,6.7
Love & Basketball,Drama,7.4,6.7
Love & Basketball,Romance,7.4,6.7
Love Actually,Comedy,7,6.4
Love Actually,Romance,7,6.4
Love Actually,Drama,7,6.4
Love in the Time of Cholera,Drama,6.4,4.8
Love in the Time of Cholera,Romance,6.4,4.8
Love Me Tender,Drama,5.5,5.4
Love Me Tender,Action,5.5,5.4
Love Me Tender,Western,5.5,5.4
Love Me Tender,Music,5.5,5.4
Love Me Tender,Romance,5.5,5.4
Lovely & Amazing,Comedy,6.3,7.3
Lovely & Amazing,Drama,6.3,7.3
Lovely & Amazing,Romance,6.3,7.3
Mad City,Action,5.9,5.3
Mad City,Drama,5.9,5.3
Mad City,Thriller,5.9,5.3
Mad Max,Adventure,6.6,7.7
Mad Max,Action,6.6,7.7
Mad Max,Thriller,6.6,7.7
Mad Max,Science Fiction,6.6,7.7
Mad Max 2: The Road Warrior,Adventure,7.3,8.3
Mad Max 2: The Road Warrior,Action,7.3,8.3
Mad Max 2: The Road Warrior,Thriller,7.3,8.3
Mad Max 2: The Road Warrior,Science Fiction,7.3,8.3
Mad Max Beyond Thunderdome,Action,5.9,6.3
Mad Max Beyond Thunderdome,Adventure,5.9,6.3
Mad Max Beyond Thunderdome,Science Fiction,5.9,6.3
Madagascar,Family,6.6,6
Madagascar,Animation,6.6,6
Madagascar: Escape 2 Africa,Family,6.2,5.9
Madagascar: Escape 2 Africa,Animation,6.2,5.9
Made,Action,6.3,6.3
Made,Comedy,6.3,6.3
Made,Thriller,6.3,6.3
Made of Honor,Comedy,6,4
Made of Honor,Romance,6,4
Madea's Family Reunion,Drama,6,4.5
Madea's Family Reunion,Comedy,6,4.5
Madea's Family Reunion,Romance,6,4.5
Magnolia,Drama,7.5,7.5
Maid in Manhattan,Comedy,5.6,5.1
Maid in Manhattan,Drama,5.6,5.1
Maid in Manhattan,Romance,5.6,5.1
Major Dundee,War,6.2,7.3
Major Dundee,Western,6.2,7.3
Major League,Comedy,6.6,6.6
Malcolm X,Drama,7.2,7.4
Malcolm X,History,7.2,7.4
Mallrats,Romance,6.8,5.4
Mallrats,Comedy,6.8,5.4
Mamma Mia!,Comedy,6.4,5.5
Mamma Mia!,Romance,6.4,5.5
Man of the Year,Comedy,5.8,4.4
Man of the Year,Drama,5.8,4.4
Man of the Year,Romance,5.8,4.4
Man of the Year,Thriller,5.8,4.4
Man on Fire,Action,7.3,5.2
Man on Fire,Drama,7.3,5.2
Man on Fire,Thriller,7.3,5.2
Man on Fire,Crime,7.3,5.2
Man on the Moon,Comedy,6.9,6.2
Man on the Moon,Drama,6.9,6.2
Man on the Moon,Romance,6.9,6.2
Manderlay,Drama,6.9,5.6
Maniac,Horror,6,4.9
The Sea Inside,Drama,7.2,7.6
Marci X,Comedy,3.3,2.9
Marie Antoinette,Drama,6.5,6
Marie Antoinette,History,6.5,6
Mars Attacks!,Comedy,6.1,5.8
Mars Attacks!,Fantasy,6.1,5.8
Mars Attacks!,Science Fiction,6.1,5.8
Martin Lawrence Live: Runteldat,Comedy,5,5
Mary Poppins,Comedy,7.4,8.2
Mary Poppins,Family,7.4,8.2
Mary Poppins,Fantasy,7.4,8.2
Mary Reilly,Drama,5.7,4.4
Mary Reilly,Horror,5.7,4.4
Mary Reilly,Thriller,5.7,4.4
Mary Reilly,Romance,5.7,4.4
Master and Commander: The Far Side of the World,Adventure,6.9,7.6
Match Point,Drama,7.3,7.2
Match Point,Thriller,7.3,7.2
Match Point,Crime,7.3,7.2
Match Point,Romance,7.3,7.2
Max,Adventure,6.8,6.4
Max,Drama,6.8,6.4
Max,Family,6.8,6.4
Max Keeble's Big Move,Comedy,5.4,4.2
Max Keeble's Big Move,Family,5.4,4.2
Max Keeble's Big Move,Fantasy,5.4,4.2
Max Keeble's Big Move,Science Fiction,5.4,4.2
Max Payne,Action,5.2,3.7
Maximum Risk,Action,5.2,4.3
Maximum Risk,Adventure,5.2,4.3
Maximum Risk,Thriller,5.2,4.3
May,Drama,6.3,6.1
May,Horror,6.3,6.1
May,Thriller,6.3,6.1
May,Romance,6.3,6.1
"Me, Myself & Irene",Comedy,6.1,5.4
Mean Creek,Crime,6.9,7.3
Mean Creek,Drama,6.9,7.3
Mean Girls,Comedy,6.9,6.9
Mean Streets,Drama,7.2,8.9
Mean Streets,Crime,7.2,8.9
Meet Dave,Comedy,5,4.1
Meet Dave,Science Fiction,5,4.1
Meet Dave,Adventure,5,4.1
Meet Dave,Family,5,4.1
Meet Joe Black,Fantasy,6.9,5.6
Meet Joe Black,Drama,6.9,5.6
Meet Joe Black,Mystery,6.9,5.6
Meet the Deedles,Animation,4.1,2.4
Meet the Deedles,Comedy,4.1,2.4
Meet the Deedles,Family,4.1,2.4
Meet the Fockers,Comedy,6.1,5.2
Meet the Fockers,Romance,6.1,5.2
Meet the Parents,Comedy,6.6,6.9
Meet the Parents,Romance,6.6,6.9
Meet the Spartans,Comedy,3.7,1.9
Memento,Mystery,8.1,8.1
Memento,Thriller,8.1,8.1
Memoirs of a Geisha,Drama,7.3,5.4
Memoirs of a Geisha,History,7.3,5.4
Memoirs of a Geisha,Romance,7.3,5.4
Memoirs of an Invisible Man,Comedy,5.7,4.6
Memoirs of an Invisible Man,Fantasy,5.7,4.6
Memoirs of an Invisible Man,Science Fiction,5.7,4.6
Men in Black,Action,6.9,7.5
Men in Black,Adventure,6.9,7.5
Men in Black,Comedy,6.9,7.5
Men in Black,Science Fiction,6.9,7.5
Men in Black II,Action,6,5.2
Men in Black II,Adventure,6,5.2
Men in Black II,Comedy,6,5.2
Men in Black II,Science Fiction,6,5.2
Men of Honor,Drama,7,5.3
Men with Brooms,Comedy,4.5,5.6
Menace II Society,Drama,7.2,7.4
Menace II Society,Action,7.2,7.4
Menace II Society,Crime,7.2,7.4
Message in a Bottle,Romance,5.8,5.2
Message in a Bottle,Drama,5.8,5.2
Metropolis,Drama,8,8.9
Metropolis,Science Fiction,8,8.9
Michael Clayton,Drama,6.5,7.6
Michael Clayton,Mystery,6.5,7.6
Michael Clayton,Crime,6.5,7.6
Michael Collins,Drama,6.7,6.8
Michael Collins,Thriller,6.7,6.8
Midnight Cowboy,Drama,7.4,8.3
Midnight in the Garden of Good and Evil,Crime,6.3,6.2
Midnight in the Garden of Good and Evil,Drama,6.3,6.2
Midnight in the Garden of Good and Evil,Mystery,6.3,6.2
Midnight in the Garden of Good and Evil,Thriller,6.3,6.2
Midnight Run,Adventure,7.2,7.7
Midnight Run,Comedy,7.2,7.7
Midnight Run,Crime,7.2,7.7
Milk,History,7.1,8
Milk,Drama,7.1,8
Million Dollar Baby,Drama,7.7,8.3
Mindhunters,Mystery,6.3,4.3
Mindhunters,Thriller,6.3,4.3
Mindhunters,Crime,6.3,4.3
Minority Report,Action,7.1,8
Minority Report,Thriller,7.1,8
Minority Report,Science Fiction,7.1,8
Minority Report,Mystery,7.1,8
Miracle,Drama,7,7
Miracle,History,7,7
Miracle at St. Anna,Drama,6.3,5.2
Miracle at St. Anna,War,6.3,5.2
Mirrors,Horror,6,3.9
Mirrors,Mystery,6,3.9
Mirrors,Thriller,6,3.9
Miss Congeniality,Comedy,6.1,5.1
Miss Congeniality,Crime,6.1,5.1
Miss Congeniality,Action,6.1,5.1
Miss Julie,Drama,5.9,5.6
Miss Potter,Drama,6.3,6.2
Miss Potter,Family,6.3,6.2
Miss Potter,Romance,6.3,6.2
Mission: Impossible,Adventure,6.7,5.8
Mission: Impossible,Action,6.7,5.8
Mission: Impossible,Thriller,6.7,5.8
Mission: Impossible III,Adventure,6.5,6.6
Mission: Impossible III,Action,6.5,6.6
Mission: Impossible III,Thriller,6.5,6.6
Mo' Better Blues,Drama,6.3,6
Mo' Better Blues,Romance,6.3,6
Moby Dick,Adventure,6.9,6.2
Moby Dick,Drama,6.9,6.2
Modern Times,Drama,8.1,8.9
Modern Times,Comedy,8.1,8.9
Money Train,Action,5.4,4
Money Train,Comedy,5.4,4
Money Train,Crime,5.4,4
Monkeybone,Adventure,4.3,3.9
Monkeybone,Fantasy,4.3,3.9
Monkeybone,Animation,4.3,3.9
Monkeybone,Action,4.3,3.9
Monkeybone,Comedy,4.3,3.9
Monster,Crime,7,7.2
Monster,Drama,7,7.2
Monster House,Animation,6.3,6.8
Monster House,Comedy,6.3,6.8
Monster House,Family,6.3,6.8
Monster House,Fantasy,6.3,6.8
Monster-in-Law,Romance,5.6,4.2
Monster-in-Law,Comedy,5.6,4.2
Monster's Ball,Drama,6.5,7.4
Monster's Ball,Romance,6.5,7.4
"Monsters, Inc.",Animation,7.5,7.9
"Monsters, Inc.",Comedy,7.5,7.9
"Monsters, Inc.",Family,7.5,7.9
Monty Python and the Holy Grail,Adventure,7.8,7.8
Monty Python and the Holy Grail,Comedy,7.8,7.8
Monty Python and the Holy Grail,Fantasy,7.8,7.8
Moonlight Mile,Romance,6.5,6.4
Moonlight Mile,Drama,6.5,6.4
Moonraker,Action,5.9,5.7
Moonraker,Adventure,5.9,5.7
Moonraker,Thriller,5.9,5.7
Moonraker,Science Fiction,5.9,5.7
Mortal Kombat,Action,5.4,4.4
Mortal Kombat,Fantasy,5.4,4.4
Mortal Kombat: Annihilation,Action,3.8,2.5
Mortal Kombat: Annihilation,Fantasy,3.8,2.5
Mortal Kombat: Annihilation,Science Fiction,3.8,2.5
Moulin Rouge!,Drama,7.4,7
Moulin Rouge!,Music,7.4,7
Moulin Rouge!,Romance,7.4,7
Mr. & Mrs. Smith,Action,6.5,6
Mr. & Mrs. Smith,Comedy,6.5,6
Mr. & Mrs. Smith,Drama,6.5,6
Mr. & Mrs. Smith,Thriller,6.5,6
Mr. Bean's Holiday,Family,6.1,5.4
Mr. Bean's Holiday,Comedy,6.1,5.4
Mr. Deeds,Comedy,5.6,4
Mr. Deeds,Romance,5.6,4
Mr. Smith Goes to Washington,Comedy,7.9,7.4
Mr. Smith Goes to Washington,Drama,7.9,7.4
Mrs. Doubtfire,Comedy,7,5.7
Mrs. Doubtfire,Drama,7,5.7
Mrs. Doubtfire,Family,7,5.7
Mrs. Winterbourne,Comedy,5.3,3.8
Mrs. Winterbourne,Romance,5.3,3.8
Mrs. Winterbourne,Drama,5.3,3.8
Mulan,Animation,7.6,7.5
Mulan,Family,7.6,7.5
Mulan,Adventure,7.6,7.5
Munich,Drama,6.9,7.5
Munich,Action,6.9,7.5
Munich,History,6.9,7.5
Munich,Thriller,6.9,7.5
Muppets from Space,Fantasy,5.8,6.2
Muppets from Space,Comedy,5.8,6.2
Muppets from Space,Science Fiction,5.8,6.2
Muppets from Space,Family,5.8,6.2
Murderball,Documentary,6.9,8.4
Music and Lyrics,Comedy,6.2,6
Music and Lyrics,Music,6.2,6
Music and Lyrics,Romance,6.2,6
Must Love Dogs,Comedy,5.8,5
Must Love Dogs,Romance,5.8,5
My Beautiful Laundrette,Romance,6.6,8.1
My Beautiful Laundrette,Drama,6.6,8.1
My Beautiful Laundrette,Comedy,6.6,8.1
My Best Friend's Girl,Romance,5.4,3.5
My Best Friend's Girl,Comedy,5.4,3.5
My Best Friend's Wedding,Comedy,6.3,6.5
My Best Friend's Wedding,Romance,6.3,6.5
My Big Fat Greek Wedding,Comedy,6.2,6.7
My Big Fat Greek Wedding,Drama,6.2,6.7
My Big Fat Greek Wedding,Romance,6.2,6.7
My Bloody Valentine,Mystery,5.3,5.7
My Bloody Valentine,Horror,5.3,5.7
My Blueberry Nights,Drama,6,5.4
My Blueberry Nights,Romance,6,5.4
My Cousin Vinny,Comedy,7.3,6.9
My Cousin Vinny,Drama,7.3,6.9
My Fair Lady,Drama,7.4,8
My Fair Lady,Family,7.4,8
My Fair Lady,Music,7.4,8
My Fair Lady,Romance,7.4,8
My Name Is Bruce,Comedy,5.9,4.8
My Name Is Bruce,Horror,5.9,4.8
Mystery Men,Adventure,5.7,5.7
Mystery Men,Fantasy,5.7,5.7
Mystery Men,Action,5.7,5.7
Mystery Men,Comedy,5.7,5.7
Mystery Men,Science Fiction,5.7,5.7
"Mystery, Alaska",Drama,6,4.9
"Mystery, Alaska",Comedy,6,4.9
Mystic River,Thriller,7.6,7.8
Mystic River,Crime,7.6,7.8
Mystic River,Drama,7.6,7.8
Mystic River,Mystery,7.6,7.8
Nacho Libre,Comedy,5.6,5.1
Nacho Libre,Family,5.6,5.1
Nanny McPhee,Fantasy,6.4,6.6
Nanny McPhee,Comedy,6.4,6.6
Nanny McPhee,Family,6.4,6.6
Napoleon Dynamite,Comedy,6.7,6.3
Narc,Action,6.8,7.1
Narc,Crime,6.8,7.1
Narc,Drama,6.8,7.1
Narc,Thriller,6.8,7.1
Network,Drama,7.7,8.1
Never Back Down,Drama,6.4,4.4
Never Back Down,Action,6.4,4.4
Never Say Never Again,Adventure,5.8,5.9
Never Say Never Again,Action,5.8,5.9
Never Say Never Again,Thriller,5.8,5.9
New Nightmare,Horror,6.4,6.6
New Nightmare,Thriller,6.4,6.6
New Nightmare,Mystery,6.4,6.6
New Nightmare,Fantasy,6.4,6.6
Next Friday,Comedy,6.4,3.9
Niagara,Crime,6.7,6.2
Niagara,Drama,6.7,6.2
Niagara,Thriller,6.7,6.2
Nick and Norah's Infinite Playlist,Comedy,6.4,6.5
Nick and Norah's Infinite Playlist,Music,6.4,6.5
Nick and Norah's Infinite Playlist,Romance,6.4,6.5
Night at the Museum,Action,6.3,5.3
Night at the Museum,Adventure,6.3,5.3
Night at the Museum,Comedy,6.3,5.3
Night at the Museum,Family,6.3,5.3
Night at the Museum,Fantasy,6.3,5.3
Night of the Living Dead,Horror,7.5,8.5
Nighthawks,Action,6.4,6.2
Nighthawks,Crime,6.4,6.2
Nighthawks,Thriller,6.4,6.2
Nim's Island,Adventure,5.6,5.7
Nim's Island,Comedy,5.6,5.7
Nim's Island,Family,5.6,5.7
Nim's Island,Fantasy,5.6,5.7
Nine 1/2 Weeks,Drama,5.8,5.5
Nine 1/2 Weeks,Romance,5.8,5.5
Ninja Assassin,Action,6.2,4.3
Ninja Assassin,Crime,6.2,4.3
Ninja Assassin,Thriller,6.2,4.3
Nixon,History,7.1,6.7
Nixon,Drama,7.1,6.7
No Country for Old Men,Crime,7.7,8.5
No Country for Old Men,Drama,7.7,8.5
No Country for Old Men,Thriller,7.7,8.5
No End in Sight,Documentary,7.2,8.1
No Escape,Action,6.7,5.1
No Escape,Thriller,6.7,5.1
No Good Deed,Crime,5.6,4
No Good Deed,Thriller,5.6,4
No Reservations,Comedy,6.1,5.2
North Country,Drama,6.8,6.7
Not Another Teen Movie,Comedy,5.5,4
Notes on a Scandal,Drama,6.9,7.5
Notes on a Scandal,Romance,6.9,7.5
Notting Hill,Romance,7,7.1
Notting Hill,Comedy,7,7.1
Notting Hill,Drama,7,7.1
Novocaine,Comedy,6,4.6
Novocaine,Crime,6,4.6
Novocaine,Thriller,6,4.6
Nutty Professor II: The Klumps,Fantasy,4.7,4.4
Nutty Professor II: The Klumps,Comedy,4.7,4.4
Nutty Professor II: The Klumps,Romance,4.7,4.4
Nutty Professor II: The Klumps,Science Fiction,4.7,4.4
"O Brother, Where Art Thou?",Action,7.3,7.1
"O Brother, Where Art Thou?",Adventure,7.3,7.1
"O Brother, Where Art Thou?",Comedy,7.3,7.1
Ocean's Eleven,Thriller,7.2,6.9
Ocean's Eleven,Crime,7.2,6.9
Ocean's Thirteen,Crime,6.5,6.4
Ocean's Thirteen,Thriller,6.5,6.4
Ocean's Twelve,Thriller,6.4,5.9
Ocean's Twelve,Crime,6.4,5.9
Octopussy,Adventure,6.2,5.3
Octopussy,Action,6.2,5.3
Octopussy,Thriller,6.2,5.3
Office Space,Comedy,7.4,6.8
Office Space,Crime,7.4,6.8
Old School,Comedy,6.6,5.6
Oliver!,Drama,7,7.7
Oliver!,Family,7,7.7
Oliver!,Music,7,7.7
On Deadly Ground,Action,4.5,2.3
On Deadly Ground,Thriller,4.5,2.3
On Her Majesty's Secret Service,Adventure,6.5,6.6
On Her Majesty's Secret Service,Action,6.5,6.6
On Her Majesty's Secret Service,Thriller,6.5,6.6
On the Waterfront,Crime,8,9
On the Waterfront,Drama,8,9
Once,Drama,7.3,8.3
Once,Music,7.3,8.3
Once,Romance,7.3,8.3
Once Upon a Time in Mexico,Action,6.2,6.3
One Flew Over the Cuckoo's Nest,Drama,8.2,8.8
One Night with the King,Drama,6.1,4.3
Only the Strong,Action,6.9,2.8
Open Range,Western,7,6.8
Open Season,Adventure,6.1,5.4
Open Season,Animation,6.1,5.4
Open Season,Family,6.1,5.4
Open Water,Drama,5.4,6.6
Open Water,Thriller,5.4,6.6
Original Sin,Drama,5.8,3.4
Original Sin,Thriller,5.8,3.4
Original Sin,Mystery,5.8,3.4
Original Sin,Romance,5.8,3.4
Osmosis Jones,Adventure,5.9,5.5
Osmosis Jones,Animation,5.9,5.5
Osmosis Jones,Action,5.9,5.5
Osmosis Jones,Comedy,5.9,5.5
Osmosis Jones,Family,5.9,5.5
Out Cold,Comedy,5.8,2.9
Out of Africa,Drama,7,6.2
Out of Sight,Romance,6.5,7.9
Out of Sight,Comedy,6.5,7.9
Out of Sight,Crime,6.5,7.9
Outbreak,Action,6.3,5.6
Outbreak,Drama,6.3,5.6
Outbreak,Science Fiction,6.3,5.6
Outbreak,Thriller,6.3,5.6
Outside Providence,Romance,5.6,5.6
Outside Providence,Comedy,5.6,5.6
Outside Providence,Drama,5.6,5.6
Over the Hedge,Comedy,6.3,6.8
Over the Hedge,Animation,6.3,6.8
Over the Hedge,Family,6.3,6.8
Paint Your Wagon,Drama,6.2,4.7
Paint Your Wagon,Action,6.2,4.7
Paint Your Wagon,Comedy,6.2,4.7
Paint Your Wagon,Western,6.2,4.7
Paint Your Wagon,Music,6.2,4.7
Panic Room,Crime,6.5,6.9
Panic Room,Drama,6.5,6.9
Panic Room,Thriller,6.5,6.9
Paparazzi,Action,5.8,3.4
Paparazzi,Drama,5.8,3.4
Paparazzi,Thriller,5.8,3.4
"Paris, je t'aime",Drama,6.8,7
"Paris, je t'aime",Romance,6.8,7
Party Monster,Comedy,5.9,4.4
Party Monster,Drama,5.9,4.4
Party Monster,Crime,5.9,4.4
Pat Garrett & Billy the Kid,Western,7.2,7.2
Patch Adams,Comedy,7,4
Patch Adams,Drama,7,4
Patriot Games,Drama,6.3,6
Patriot Games,Action,6.3,6
Patriot Games,Thriller,6.3,6
Patriot Games,Crime,6.3,6
Patton,Drama,7.3,8.2
Patton,History,7.3,8.2
Patton,War,7.3,8.2
Paul Blart: Mall Cop,Action,5.2,4.6
Paul Blart: Mall Cop,Adventure,5.2,4.6
Paul Blart: Mall Cop,Comedy,5.2,4.6
Paul Blart: Mall Cop,Family,5.2,4.6
Pay It Forward,Drama,7,5
Pay It Forward,Romance,7,5
Payback,Drama,6.7,5.8
Payback,Action,6.7,5.8
Payback,Thriller,6.7,5.8
Payback,Crime,6.7,5.8
Paycheck,Action,5.9,4.7
Paycheck,Adventure,5.9,4.7
Paycheck,Mystery,5.9,4.7
Paycheck,Science Fiction,5.9,4.7
Paycheck,Thriller,5.9,4.7
PCU,Comedy,6,5.2
Pearl Harbor,History,6.6,4.3
Pearl Harbor,Romance,6.6,4.3
Pearl Harbor,War,6.6,4.3
Peggy Sue Got Married,Comedy,5.9,6.8
Peggy Sue Got Married,Drama,5.9,6.8
Peggy Sue Got Married,Fantasy,5.9,6.8
Peggy Sue Got Married,Romance,5.9,6.8
A Fistful of Dollars,Western,7.6,8.1
Perfume: The Story of a Murderer,Crime,7.1,6.2
Perfume: The Story of a Murderer,Fantasy,7.1,6.2
Perfume: The Story of a Murderer,Drama,7.1,6.2
Pet Sematary,Drama,6.4,5.2
Pet Sematary,Horror,6.4,5.2
Pete's Dragon,Adventure,6.2,4.6
Pete's Dragon,Family,6.2,4.6
Pete's Dragon,Fantasy,6.2,4.6
Phantasm II,Action,6.3,3.9
Phantasm II,Horror,6.3,3.9
Phantasm II,Science Fiction,6.3,3.9
Phantasm II,Thriller,6.3,3.9
Phenomenon,Drama,6.2,5.9
Phenomenon,Fantasy,6.2,5.9
Phenomenon,Romance,6.2,5.9
Phenomenon,Science Fiction,6.2,5.9
Philadelphia,Drama,7.6,6.5
Phone Booth,Thriller,6.7,6.6
Phone Booth,Drama,6.7,6.6
Pi,Mystery,7.1,7.2
Pi,Drama,7.1,7.2
Pi,Thriller,7.1,7.2
Pink Flamingos,Horror,6.2,6.6
Pink Flamingos,Comedy,6.2,6.6
Pink Flamingos,Crime,6.2,6.6
Pinocchio,Animation,6.9,9
Pinocchio,Family,6.9,9
Pirates of the Caribbean: At World's End,Adventure,6.9,5.4
Pirates of the Caribbean: At World's End,Fantasy,6.9,5.4
Pirates of the Caribbean: At World's End,Action,6.9,5.4
Pirates of the Caribbean: Dead Man's Chest,Adventure,7,6
Pirates of the Caribbean: Dead Man's Chest,Fantasy,7,6
Pirates of the Caribbean: Dead Man's Chest,Action,7,6
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,7.5,7.1
Pirates of the Caribbean: The Curse of the Black Pearl,Fantasy,7.5,7.1
Pirates of the Caribbean: The Curse of the Black Pearl,Action,7.5,7.1
Pitch Black,Thriller,6.7,5.6
Pitch Black,Science Fiction,6.7,5.6
Pitch Black,Action,6.7,5.6
Planet of the Apes,Thriller,5.6,7.4
Planet of the Apes,Science Fiction,5.6,7.4
Planet of the Apes,Action,5.6,7.4
Planet of the Apes,Adventure,5.6,7.4
Platoon,Drama,7.5,7.8
Platoon,War,7.5,7.8
Platoon,Action,7.5,7.8
Play It to the Bone,Comedy,5.7,4
Play It to the Bone,Drama,5.7,4
Pocahontas,Adventure,6.7,6
Pocahontas,Animation,6.7,6
Pocahontas,Drama,6.7,6
Pocahontas,Family,6.7,6
Pocketful of Miracles,Comedy,7.3,5.8
Pocketful of Miracles,Drama,7.3,5.8
Poetic Justice,Drama,6.9,4.6
Poetic Justice,Romance,6.9,4.6
Point Break,Action,5.5,6
Point Break,Crime,5.5,6
Point Break,Thriller,5.5,6
Police Academy,Comedy,6.5,4.6
Police Academy,Crime,6.5,4.6
Poltergeist,Horror,7,7.1
Poltergeist III,Horror,4.5,3.6
Poltergeist III,Thriller,4.5,3.6
Porky's,Comedy,6.1,4.5
Poseidon,Adventure,5.5,4.9
Poseidon,Action,5.5,4.9
Poseidon,Drama,5.5,4.9
Poseidon,Thriller,5.5,4.9
Practical Magic,Drama,6.3,4.4
Practical Magic,Fantasy,6.3,4.4
Practical Magic,Comedy,6.3,4.4
Predator,Science Fiction,7.3,6.8
Predator,Action,7.3,6.8
Predator,Adventure,7.3,6.8
Predator,Thriller,7.3,6.8
Prefontaine,Drama,6.7,6.4
Prefontaine,Romance,6.7,6.4
